Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@inkivu,RT @Africa_Conf: Storm over probe into UN experts murder FREE TO READ #MichaelSharp #ZaidaCatalán #DRCongo #Kasai @soniarolley https://t.co…,2017-09-16 12:44:50,en,,0.0,38.0,,inkivu,Information from Kivu | Informations du Kivu,9149.0,1580.0,860.0,1012.0,48.0,False,,
@Bakolo_mboka,@soniarolley @nyamitwe @MONUSCO Sonia Rolley n a fait aucun commentaire.  Elle n a fait que traduire les mots du mi… https://t.co/iDOdysCgbC,2017-09-16 12:44:35,fr,,1.0,0.0,@soniarolley,Bakolo Mboka,,287.0,1.0,13.0,0.0,0.0,False,,
@walterkoog,L communique @DiplomatieRdc donne l idee d1e nieme predation gloutonne et un surenrichissement du clan au pvr. @sindika_dokolo @soniarolley,2017-09-16 12:44:30,fr,,0.0,0.0,,Fabrice Kugaya,"journaliste multimedias, Directeur de la Radio BLESSING FM a Goma",319.0,56.0,267.0,52.0,2.0,False,,
@JadoLux,@soniarolley Ils ont ete livres aux imbonerakure...,2017-09-16 12:44:02,fr,,0.0,0.0,@soniarolley,JDB Kajugiro,Consultant,87.0,125.0,284.0,88.0,0.0,False,,
@flaya1,@jordan_giotto @Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/DMdNKkvTOD,2017-09-16 12:41:35,fr,BE,1.0,0.0,@jordan_giotto,Flavien Laya,Libre penseur et passionne de la RDC. Management et Marketing,797.0,81.0,96.0,41.0,2.0,False,,
@albertmfwamba1,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 12:40:09,fr,,0.0,125.0,,albert mfwamba,la comprehension de mon semblable,11417.0,10312.0,632.0,341.0,14.0,False,,
@albertmfwamba1,@soniarolley canailles vraiment!,2017-09-16 12:39:50,fr,,0.0,0.0,@soniarolley,albert mfwamba,la comprehension de mon semblable,11417.0,10312.0,632.0,341.0,14.0,False,,
@JCMaswana,C’est genial! MANDAT DE KABILA EST DeJa EXPIRe et n’a plus cours legal. Le peuple ne doit-il pas faire comme avec c… https://t.co/XZ2y7sDWHn,2017-09-16 12:39:02,fr,,0.0,0.0,,Jean-Claude Maswana,"Professor of Economics, Graduate School of Business Sciences, 筑波大学, Tsukuba University, 東京, Tokyo, Japan. SON OF LIGHT. MAKING HUMANITY, AFRICA GREAT AGAIN🌍",17890.0,13381.0,961.0,3058.0,33.0,False,,
@waweru,RT @DG_Lewis: #Congo gvt declares that all but latest passports will be invalid from month. Who is set to benefit from this? https://t.co/P…,2017-09-16 12:38:57,en,,0.0,18.0,,Frantz Fanon,"sit down before fact as a little child, be prepared to give up every conceived notion, follow humbly wherever,whatever abyss nature leads or you ll learn nutin",291354.0,40064.0,2832.0,2285.0,275.0,False,,
@IEAKwame,RT @DG_Lewis: #Congo gvt declares that all but latest passports will be invalid from month. Who is set to benefit from this? https://t.co/P…,2017-09-16 12:38:38,en,,0.0,18.0,,Kwame Owino,Libertarian at a Kenyan Think Tank trying to make sense by asking: Why are we here?,50209.0,46785.0,1673.0,15463.0,296.0,False,,
@Wema87033755,@soniarolley @MONUSCO Elle ne devrait pas parcq elle est tjr en observation@monusco,2017-09-16 12:38:07,fr,,0.0,0.0,@soniarolley,Wema issa Robert,"Ne 17,10,1984",29.0,28.0,119.0,8.0,0.0,False,,
@mushibuka,RT @momo05827600: @soniarolley @mushibuka @rutwesdras ceux qui tirent les refugies sont en uniforme de l armee congolaise mais ils parlent…,2017-09-16 12:36:33,fr,,0.0,1.0,,Mushibuka claude,A #Sindumuja committed to changing Burundi political Landscape .Burundi must be a middle income country by 2035,20037.0,6026.0,495.0,1159.0,33.0,False,,
@flaya1,@jordan_giotto @Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/5rLZNH3eyo,2017-09-16 12:36:20,fr,,0.0,0.0,@jordan_giotto,Flavien Laya,Libre penseur et passionne de la RDC. Management et Marketing,797.0,81.0,96.0,41.0,2.0,False,,
@bare_medi,RT @nyamitwe: L incident s est deroule sur le territoire #DRC. #DRC se doit normalement d enqueter et partager les conclusions. Idem @unhcr…,2017-09-16 12:35:21,fr,,0.0,33.0,,MediBare,,2349.0,1257.0,70.0,323.0,10.0,False,,
@SBamboneyubus,@soniarolley Quelles sont les preuves montra qu ils etaient armes,2017-09-16 12:34:37,fr,,0.0,0.0,@soniarolley,Sylvere Bamboneyubus,,12.0,2.0,141.0,8.0,0.0,False,,
@jordan_giotto,@flaya1 @Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/iuptXVoVyD,2017-09-16 12:33:29,fr,,1.0,0.0,@flaya1,jordan giotto,"Architecte et journaliste en formation.
Analyste des faits sociaux culturels.
J ai un club de reve LIVERPOOL FC 😍😍?YNWA",710.0,1717.0,1420.0,280.0,0.0,False,,
@nancymutoni,RT @nyamitwe: L incident s est deroule sur le territoire #DRC. #DRC se doit normalement d enqueter et partager les conclusions. Idem @unhcr…,2017-09-16 12:32:20,fr,,0.0,33.0,,Nancy Ninette MUTONI,National Secretary in charge of Information & Communication @CnddFdd (Ruling Party in #Burundi). Member of #Bujumbura City Council.Married &Caring mother of 3.,6105.0,1126.0,1274.0,9787.0,43.0,False,,
@optimiste243,@soniarolley Le gouvernement congolais a de serieux problemes !,2017-09-16 12:31:56,fr,,2.0,0.0,@soniarolley,L  optimiste !,une vision d une jeunesse congolaise dynamique capable d reflechir et d se prendre en charge.Lutter pour l ascension d la jeunesse congolaise au sommet d l etat,26710.0,11208.0,340.0,3687.0,23.0,False,,
@jordan_giotto,@Furtif017 @flaya1 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/1jNqBKOra7,2017-09-16 12:30:45,fr,,2.0,0.0,@Furtif017,jordan giotto,"Architecte et journaliste en formation.
Analyste des faits sociaux culturels.
J ai un club de reve LIVERPOOL FC 😍😍?YNWA",710.0,1717.0,1420.0,280.0,0.0,False,,
@Delphino12,"RT @soniarolley: #RDC #Kamanyola : le ministre burundais @nyamitwe demande des explications au HCR, @MONUSCO et au gouvernement congolais h…",2017-09-16 12:29:45,fr,,0.0,21.0,,Ntanyoma R. Delphin,"PhD Fellow @ErasmusUnivRotterdam/ISS: Microeconomic Analysis of Conflict. Congolese, blogging passionate 2 advocate 4r Redistributing wealth&Justice4All #DRC",8766.0,1114.0,678.0,731.0,22.0,False,,
@Soriano48470769,@carine_katumbi @soniarolley @LambertMende @RFI @RFIAfrique Felicitation maman. https://t.co/F3qlNIblB0,2017-09-16 12:28:06,tl,,0.0,0.0,@carine_katumbi,Soriano,Gouvernement & Politiques #elections2016,387.0,444.0,329.0,66.0,0.0,False,,
@kinshasaweb,RT @Julvalis: @Olengha @SheLeonard @AdamBombole @MartinFayulu @DSESANGA @EwangaJean @moise_katumbi @LubayaClaudel @fatshi13 @mwandochris @s…,2017-09-16 12:26:36,und,,0.0,1.0,,#LePaysVaTresMal🇨🇩,Twitter officiel de https://t.co/R42GiHkP0w ..Mes tweets s engagent vers l Afrique... service@congo-kinshasaweb.net I #BBM: D87E3D28,296902.0,53719.0,986.0,8119.0,1214.0,False,,
@Soriano48470769,RT @carine_katumbi: @soniarolley @LambertMende @RFI @RFIAfrique Excellent travail de @soniarolley qui empeche le gouvernement de ronronner…,2017-09-16 12:26:20,fr,,0.0,8.0,,Soriano,Gouvernement & Politiques #elections2016,387.0,444.0,329.0,66.0,0.0,False,,
@Baconib,#Burundi—@Ikiriho du regime justifie massacre d #Kamanyola «connus pour leur violence»? On voulait les faire rentre… https://t.co/EOK2zTdKjC,2017-09-16 12:25:38,fr,,1.0,0.0,,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@Xndona,RT @Africa_Conf: Storm over probe into UN experts murder FREE TO READ #MichaelSharp #ZaidaCatalán #DRCongo #Kasai @soniarolley https://t.co…,2017-09-16 12:24:50,en,,0.0,38.0,,Xavier Ndona,,877.0,217.0,120.0,116.0,0.0,False,,
@optimiste243,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 12:24:37,fr,,0.0,125.0,,L  optimiste !,une vision d une jeunesse congolaise dynamique capable d reflechir et d se prendre en charge.Lutter pour l ascension d la jeunesse congolaise au sommet d l etat,26710.0,11208.0,340.0,3687.0,23.0,False,,
@flaya1,@Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/vekUnsmQwf,2017-09-16 12:22:16,fr,,0.0,0.0,@Furtif017,Flavien Laya,Libre penseur et passionne de la RDC. Management et Marketing,797.0,81.0,96.0,41.0,2.0,False,,
@flaya1,@Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/OIBZ1HQWG0,2017-09-16 12:21:17,fr,BE,0.0,0.0,@Furtif017,Flavien Laya,Libre penseur et passionne de la RDC. Management et Marketing,797.0,81.0,96.0,41.0,2.0,False,,
@JCMaswana,RT @ambadrien: @luchaRDC @actualitecd @soniarolley @radiookapi @MONUSCO @unjhro @politicocd @CASINFO_RDC @LaLibreAfrique @gisele_kaj @Patri…,2017-09-16 12:20:59,fr,,0.0,1.0,,Jean-Claude Maswana,"Professor of Economics, Graduate School of Business Sciences, 筑波大学, Tsukuba University, 東京, Tokyo, Japan. SON OF LIGHT. MAKING HUMANITY, AFRICA GREAT AGAIN🌍",17890.0,13381.0,961.0,3058.0,33.0,False,,
@vally_matoko,Meme nos ancetres chefs du village qui ne snt pas alle a l ecole ne pouvaient  afficher une telle stipudite ds leur… https://t.co/bPJiWQQwNA,2017-09-16 12:17:29,fr,,1.0,0.0,,Vally M. Nkaz,Mon metier en vrai : je suis business developper #entrepreneur#specialiste en #finance#banque#assurance &politique&actualite&mode&culture,63.0,155.0,163.0,81.0,1.0,False,,
@BoycottRwanda,RT @nyamitwe: L incident s est deroule sur le territoire #DRC. #DRC se doit normalement d enqueter et partager les conclusions. Idem @unhcr…,2017-09-16 12:17:17,fr,,0.0,33.0,,#BoycottRwanda,A boycott is directed against a policy and the institutions which support that policy either actively or tacitly. -- John Berger,7608.0,1168.0,836.0,1352.0,25.0,False,,
@Furtif017,@flaya1 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi @Molierekibambe… https://t.co/uJsCs5aj1c,2017-09-16 12:15:05,fr,,0.0,0.0,@flaya1,Al,Ma sincerite,146.0,287.0,58.0,12.0,0.0,False,,
@BhirwaHirwa,RT @Baconib: Pourquoi @Le_HCR &amp; @MONUSCO ne protegent pas les refugies #Burundi-ais de la #RDCONGO ? @soniarolley @innercitypress @domfrase…,2017-09-16 12:13:25,fr,,0.0,2.0,,The Burundian.,Il faut avoir peur du passe car il est imprevisible...!!!,42823.0,32303.0,195.0,787.0,84.0,False,,
@JacquesILUNGA1,"@soniarolley @nyamitwe @MONUSCO Il est malade ce monsieur, il n a qu a arreter de tuer ces freres",2017-09-16 12:13:14,fr,,1.0,0.0,@soniarolley,TJI,S.I Projet Manager,2183.0,6151.0,218.0,249.0,2.0,False,,
@Furtif017,@jordan_giotto @flaya1 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/0mH7cWlVSO,2017-09-16 12:12:43,fr,,1.0,0.0,@jordan_giotto,Al,Ma sincerite,146.0,287.0,58.0,12.0,0.0,False,,
@Ragnar_rodbrok7,RT @Baconib: @soniarolley @BalaiCitoyen @FirimbiMovement @SoniaTancic @MoussaFakiMht @MONUSCO @LeMonde_Afrique @Saty_agraha @JLMelenchon @m…,2017-09-16 12:11:12,und,,0.0,4.0,,Ragnar rodbrok,"Je suis contre l injustice, je suis pour une justice equitable et impartiale.#StopKillings.
#SINDUMUJA.#BarcaFan",6746.0,1629.0,770.0,193.0,14.0,False,,
@salimucharles1,@soniarolley Les FRDC doivent passer devant les salles de classe .on tuent sans reaction cote gouvernement,2017-09-16 12:10:02,fr,,0.0,0.0,@soniarolley,mukoma tshibutu,,347.0,112.0,357.0,95.0,1.0,False,,
@flaya1,@jordan_giotto @Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/OE68DJKkGp,2017-09-16 12:09:38,fr,BE,1.0,0.0,@jordan_giotto,Flavien Laya,Libre penseur et passionne de la RDC. Management et Marketing,797.0,81.0,96.0,41.0,2.0,False,,
@AnotherBurundi,"RT @nyamitwe: @soniarolley @MONUSCO Certains speculent sur les morts de #Kamanyola. Pas indique. #Zebiya ou non, des #Burundi-ais sont mort…",2017-09-16 12:07:52,fr,,0.0,19.0,,NT,"Opinions are not facts. Love to Learn, learn and learn. Encourage Pluralism. Peace Love and Justice. RT- Not Endorsemnt",55792.0,22453.0,1464.0,4282.0,103.0,False,,
@Baconib,"Retweeted Sonia Rolley (@soniarolley):

#RDC #Kamanyola : ces ddeurs d asile seraient 3000, pr l essentiel... https://t.co/bwcYG8EKxA",2017-09-16 12:07:50,fr,,1.0,0.0,,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@SM10900,"@soniarolley svp expliquez-moi, ces passeports seront bien valides et utilises partout dans tous les pays du monde sauf en rdc?",2017-09-16 12:07:03,fr,,1.0,0.0,@soniarolley,Marc1090,,2.0,5.0,15.0,3.0,0.0,False,,
@QCbdi,"RT @nyamitwe: @soniarolley @MONUSCO Certains speculent sur les morts de #Kamanyola. Pas indique. #Zebiya ou non, des #Burundi-ais sont mort…",2017-09-16 12:06:36,fr,,0.0,19.0,,Understand Burundi,"Stay above the confusion on #Burundi related topics.
Let s read between the li(n)es.
Questions and debates are welcome.",31288.0,9979.0,2781.0,6610.0,71.0,False,,
@kanyerepierrot,@Olengha @SheLeonard @AdamBombole @MartinFayulu @DSESANGA @EwangaJean @moise_katumbi @LubayaClaudel @fatshi13… https://t.co/vBy8t4200J,2017-09-16 12:06:26,fr,,0.0,0.0,@Olengha,Kanyere Pierrot,,5817.0,6829.0,397.0,201.0,3.0,False,,
@MrsScotty_M,"Vs aviez parle "" decrispation "" ? Voila des mesures qui tombent pr coincer les opposants qui font des aller et reto… https://t.co/4TcfBKxiod",2017-09-16 12:06:22,fr,,0.0,1.0,,Mrs M,"Apocalypse closer and clock ticking to midnight. I don t watch the clock, I do what it does!!! ❤️ African culture and traditions. ❤️Miriam Makeba print.",5731.0,2383.0,182.0,305.0,5.0,False,,
@PacificMbela,"@soniarolley @MaximeKayimba Voila pourkoi nous sommes pas considere ds tout le pays du monde ,shame for us",2017-09-16 12:05:46,fr,,1.0,0.0,@soniarolley,pacific mbela,righteous shall live by fairh,77.0,20.0,871.0,185.0,0.0,False,,
@hectormundjp,"RT @LembalembaMaur5: @RichardKapend02 @soniarolley 
Une facon de recuperer vite leur mise. Vendre leurs passeports de 240$. 
KOTISA MBONGO…",2017-09-16 12:05:14,fr,,0.0,10.0,,Hector Mund,"Sympa, Jovial, Patriote, Football fan. RDCongo #243 🇨🇩",536.0,1973.0,228.0,98.0,0.0,False,,
@kellyro34879629,"RT @nyamitwe: @soniarolley @MONUSCO Certains speculent sur les morts de #Kamanyola. Pas indique. #Zebiya ou non, des #Burundi-ais sont mort…",2017-09-16 12:04:22,fr,,0.0,19.0,,Gilbert N,Se dire la verite est la base de la reconciliation et la paix. Retweet does mean endorsement.,14989.0,129.0,320.0,249.0,33.0,False,,
@Baconib,"Retweeted Robson Chuk Beasley (@RobChukBeasley):

https://t.co/uAxD0pY6q3 @MONUSCO @lucha-rdc @soniarolley... https://t.co/8LwfY70BTl",2017-09-16 12:04:04,en,,0.0,0.0,,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@Baconib,RT @RobChukBeasley: https://t.co/TbpU4Ep2mK @MONUSCO @lucha-rdc @soniarolley https://t.co/CHROJ4ndpO,2017-09-16 12:03:37,und,,0.0,1.0,,Blaise Baconib,"Cyber-activist for justice, Human Rights & Democracy in #Burundi. All s well that ends well. Retweet is not Endorse.",22269.0,15587.0,5112.0,7687.0,38.0,False,,
@jordan_giotto,@flaya1 @Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/ly8MEmYQ97,2017-09-16 12:02:55,fr,,2.0,0.0,@flaya1,jordan giotto,"Architecte et journaliste en formation.
Analyste des faits sociaux culturels.
J ai un club de reve LIVERPOOL FC 😍😍?YNWA",710.0,1717.0,1420.0,280.0,0.0,False,,
@AnotherBurundi,"@MugambaActivist @soniarolley les nouveaux apprentis du #forebu ont ete formes au Rda  , (nouveau Cndp/nkunda) pour… https://t.co/swCGTe2uIw",2017-09-16 12:01:44,fr,,0.0,0.0,@MugambaActivist,NT,"Opinions are not facts. Love to Learn, learn and learn. Encourage Pluralism. Peace Love and Justice. RT- Not Endorsemnt",55792.0,22453.0,1464.0,4282.0,103.0,False,,
@KawadioDidieRom,RT @rkitsita: #RDC:https://t.co/4bMqbWCSip @lusakuenoc @Tresor_k @PatrickNkanga2 @soniarolley @PatrickMuyaya @ThierryKambundi @larissadi @J…,2017-09-16 11:59:45,und,,0.0,2.0,,DidierRombautKAWADIO,"Docteur en Medecine/
Secretariat General a la Sante.
Notre ideal, c est de placer les interets de la RDC avant toute autre chose.
La RDC D ABORD, LE RESTE APRES",8097.0,2017.0,694.0,1027.0,10.0,False,,
@AnotherBurundi,So FARDC shot one of them????? 😴😴😴😴 #kamanyola #DRC #Burundi https://t.co/Bsid22txYt,2017-09-16 11:56:18,en,,1.0,0.0,,NT,"Opinions are not facts. Love to Learn, learn and learn. Encourage Pluralism. Peace Love and Justice. RT- Not Endorsemnt",55792.0,22453.0,1464.0,4282.0,103.0,False,,
@fbisimwa,"RT @LembalembaMaur5: @RichardKapend02 @soniarolley 
Une facon de recuperer vite leur mise. Vendre leurs passeports de 240$. 
KOTISA MBONGO…",2017-09-16 11:55:42,fr,,0.0,10.0,,#Loba_Bosolo_DRC,"#RDC: JE NE SUIS NI DE LA MP NI DE L OPPOSITION. JUSTE UN SIMPLE CITOYEN QUI SOUHAITE VOIR SON PAYS ALLER DE L AVANT... 
MES TWEETS SONT JUSTE MES OPINIONS",6426.0,4519.0,1995.0,2155.0,11.0,False,,
@TUZOMUHUMIRA,"RT @nyamitwe: @soniarolley @MONUSCO Certains speculent sur les morts de #Kamanyola. Pas indique. #Zebiya ou non, des #Burundi-ais sont mort…",2017-09-16 11:52:51,fr,,0.0,19.0,,J.C.,"Juriste et travailleur social. Resolument oppose a toute forme d exclusion et de dictature, j aspire a une societe liberee de l injustice et de la pauvrete",28107.0,8902.0,445.0,633.0,58.0,False,,
@JpKienge,RT @carine_katumbi: @soniarolley @LambertMende @RFI @RFIAfrique Excellent travail de @soniarolley qui empeche le gouvernement de ronronner…,2017-09-16 11:51:52,fr,,0.0,8.0,,Kienge jean paul,"Chef Mwandwa 2, patriarche de l eglise gnostique cofondateur de la plateforme pour la restauration du pouvoir coutumier , appuyant la lutte pour l alternance!",4226.0,2768.0,118.0,485.0,4.0,False,,
@JpKienge,RT @soniarolley: #RDC #Kasai : Droit de reponse du Ministere de la Communication et Medias @LambertMende a @RFI  @RFIAfrique https://t.co/7…,2017-09-16 11:51:50,fr,,0.0,31.0,,Kienge jean paul,"Chef Mwandwa 2, patriarche de l eglise gnostique cofondateur de la plateforme pour la restauration du pouvoir coutumier , appuyant la lutte pour l alternance!",4226.0,2768.0,118.0,485.0,4.0,False,,
@flaya1,@jordan_giotto @Furtif017 @lucie_matshik92 @bob_vanderhoeve @AfricaTopTweet @adrienseyes @abelamundala @MichaelTshi… https://t.co/97GaFw7J3w,2017-09-16 11:51:01,fr,,0.0,0.0,@jordan_giotto,Flavien Laya,Libre penseur et passionne de la RDC. Management et Marketing,797.0,81.0,96.0,41.0,2.0,False,,
@maitre_lukusa,"RT @soniarolley: #RDC : ""les anciens passeports congolais semi-biometriques n auront plus cours legal a dater du 16 octobre"" https://t.co/O…",2017-09-16 11:48:20,fr,,0.0,125.0,,VICTOR LUKUSA,,116.0,99.0,63.0,12.0,0.0,False,,
@Olengha,RT @onbazin: @Olengha @SheLeonard @AdamBombole @MartinFayulu @DSESANGA @EwangaJean @moise_katumbi @LubayaClaudel @fatshi13 @mwandochris @so…,2017-09-16 11:47:57,fr,,0.0,3.0,,Emery Pat. OLENGHA,"Secretaire General @EccoOfficiel, Parti cher au President @AdamBombole; fervent defenseur des droits de l homme et de la bonne gouvernance pour un Congo libre!",105091.0,61500.0,1076.0,19383.0,79.0,False,,
